#	X	Y
	0	9.997287E-4
	1	9.991276E-4
	2	9.98536E-4
	3	9.979355E-4
	4	9.973475E-4
	5	9.967439E-4
	6	9.961459E-4
	7	9.955551E-4
	8	9.949575E-4
	9	9.943726E-4
	10	9.937739E-4
	11	9.931822E-4
	12	9.925888E-4
	13	9.919975E-4
	14	9.914062E-4
	15	9.908236E-4
	16	9.902318E-4
	17	9.896447E-4
	18	9.890529E-4
	19	9.884697E-4
	20	9.878823E-4
	21	9.872889E-4
	22	9.867128E-4
	23	9.861295E-4
	24	9.855441E-4
	25	9.849574E-4
	26	9.843805E-4
	27	9.838013E-4
	28	9.832154E-4
	29	9.826383E-4
	30	9.820581E-4
	31	9.814802E-4
	32	9.808998E-4
	33	9.803211E-4
	34	9.79741E-4
	35	9.791717E-4
	36	9.785926E-4
	37	9.780149E-4
	38	9.774484E-4
	39	9.768691E-4
	40	9.763007E-4
	41	9.7572285E-4
	42	9.7515393E-4
	43	9.745838E-4
	44	9.740095E-4
	45	9.7344414E-4
	46	9.728753E-4
	47	9.723051E-4
	48	9.717344E-4
	49	9.711656E-4
	50	9.70604E-4
	51	9.7002997E-4
	52	9.694757E-4
	53	9.6890423E-4
	54	9.6833997E-4
	55	9.6777757E-4
	56	9.6720795E-4
	57	9.666495E-4
	58	9.660939E-4
	59	9.655267E-4
	60	9.6496695E-4
	61	9.644064E-4
	62	9.6384925E-4
	63	9.632879E-4
	64	9.627261E-4
	65	9.621801E-4
	66	9.6161617E-4
	67	9.610599E-4
	68	9.605094E-4
	69	9.5994613E-4
	70	9.594002E-4
	71	9.588384E-4
	72	9.5828855E-4
	73	9.5773523E-4
	74	9.5718773E-4
	75	9.566332E-4
	76	9.560856E-4
	77	9.555332E-4
	78	9.549878E-4
	79	9.54436E-4
	80	9.53882E-4
	81	9.5333136E-4
	82	9.527836E-4
	83	9.522437E-4
	84	9.516956E-4
	85	9.511503E-4
	86	9.5061155E-4
	87	9.500597E-4
	88	9.495183E-4
	89	9.489787E-4
	90	9.484346E-4
	91	9.478923E-4
	92	9.473545E-4
	93	9.468125E-4
	94	9.462671E-4
	95	9.4573194E-4
	96	9.451923E-4
	97	9.446556E-4
	98	9.4411615E-4
	99	9.435846E-4
	100	9.430414E-4
	101	9.425042E-4
	102	9.419678E-4
	103	9.414357E-4
	104	9.409032E-4
	105	9.403717E-4
	106	9.3983364E-4
	107	9.3929947E-4
	108	9.387705E-4
	109	9.3824253E-4
	110	9.3770877E-4
	111	9.371824E-4
	112	9.366509E-4
	113	9.361177E-4
	114	9.355954E-4
	115	9.350608E-4
	116	9.345349E-4
	117	9.340083E-4
	118	9.3348685E-4
	119	9.3296345E-4
	120	9.324353E-4
	121	9.319035E-4
	122	9.3138433E-4
	123	9.308549E-4
	124	9.303421E-4
	125	9.298158E-4
	126	9.292962E-4
	127	9.2876697E-4
	128	9.282513E-4
	129	9.27733E-4
	130	9.2721556E-4
	131	9.266889E-4
	132	9.261777E-4
	133	9.256562E-4
	134	9.251342E-4
	135	9.2462107E-4
	136	9.241024E-4
	137	9.235975E-4
	138	9.2307234E-4
	139	9.2256145E-4
	140	9.220474E-4
	141	9.2152815E-4
	142	9.210213E-4
	143	9.205081E-4
	144	9.1999484E-4
	145	9.19483E-4
	146	9.189756E-4
	147	9.184582E-4
	148	9.1795134E-4
	149	9.1745006E-4
	150	9.169375E-4
	151	9.1642846E-4
	152	9.159151E-4
	153	9.1541733E-4
	154	9.149113E-4
	155	9.144016E-4
	156	9.1389305E-4
	157	9.1338396E-4
	158	9.1288245E-4
	159	9.123854E-4
	160	9.11882E-4
	161	9.1137347E-4
	162	9.108772E-4
	163	9.103702E-4
	164	9.0986595E-4
	165	9.093684E-4
	166	9.088659E-4
	167	9.083691E-4
	168	9.078697E-4
	169	9.0737536E-4
	170	9.0687175E-4
	171	9.0637675E-4
	172	9.0587535E-4
	173	9.053812E-4
	174	9.0488687E-4
	175	9.0439094E-4
	176	9.038958E-4
	177	9.034055E-4
	178	9.029085E-4
	179	9.024085E-4
	180	9.019166E-4
	181	9.0142374E-4
	182	9.009401E-4
	183	9.004503E-4
	184	8.999492E-4
	185	8.9947076E-4
	186	8.989788E-4
